"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria","c__Betaproteobacteria",3571,160,98.05,"full.model",0.128693843,"0-0.29","0-0.29",-8418.345345,0.117348461,1,0.014704280155642,1,0.044103205,"0-0.12","0-0.12",-8417.766563,0.255166556,1,0.0383346303501946,1,0.055324456,"0-0.12","0-0.12",-8418.814449,0.065570481,1,0.000431906614785992,0.101929961089494,0.771878496,"0.61-0.92","0.61-0.92",-8417.119166,-0.019779672,0.00264435,7.43e-14,0.440730331,0.084070856,1.59e-07,-0.27474256,0.290570255,0.344388949,0.201521684,0.075730725,0.007790216
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_johnsonii","s__Parabacteroides_johnsonii",3571,6642,19.07,"full.model",0.110737058,"0-0.24","0-0.24",-9709.636321,0.120755303,1,0.0269571984435798,1,0.330884065,"0.26-0.39","0.26-0.39",-9751.250544,2.16e-20,5.508e-18,0,0,0.009385297,"0-0.07","0-0.07",-9708.480014,0.758057646,1,0.150186770428016,1,0.548993581,"0.44-0.66","0.44-0.66",-9708.432572,0.006718509,0.003985504,0.09184653,0.120073453,0.111979922,0.283595799,-0.462455038,0.411848696,0.261490139,0.013622058,0.107855943,0.899495539
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA","s__Lachnospiraceae_bacterium_7_1_58FAA",3571,465,94.33,"full.model",0.11844077,"0-0.27","0-0.27",-8240.931696,0.121540521,1,0.0209338521400778,1,0.011143445,"0-0.08","0-0.08",-8239.778882,0.761992434,1,0.244400778210117,1,0.045215314,"0-0.09","0-0.09",-8241.128695,0.094774128,1,0.00205447470817121,0.464311284046693,0.82520047,"0.68-0.95","0.68-0.95",-8239.733018,0.005733374,0.002490669,0.021338465,-0.509587328,0.080893435,2.99e-10,0.615769139,0.276457643,0.0259236,-0.309828561,0.072025269,1.7e-05
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius","s__Streptococcus_salivarius",3571,6408,21.92,"full.model",0.123282808,"0-0.28","0-0.28",-9398.435419,0.122860218,1,0.0179766536964981,1,0.054438719,"0-0.13","0-0.13",-9398.38027,0.13188494,1,0.017988326848249,1,0.030209788,"0-0.09","0-0.09",-9397.865884,0.265200591,1,0.0168677042801556,1,0.792068685,"0.65-0.92","0.65-0.92",-9397.245182,0.020178303,0.003472168,6.19e-09,-0.027950133,0.111031869,0.801249204,0.446812906,0.382429152,0.24266371,0.090460894,0.099647858,0.363980885
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_leptum","s__Clostridium_leptum",3571,5528,32.64,"full.model",0.118892956,"0-0.27","0-0.27",-9917.225469,0.123127268,1,0.0206848249027237,1,0.061132228,"0-0.13","0-0.13",-9917.498415,0.087326707,1,0.0106459143968872,1,0.021467937,"0-0.08","0-0.08",-9916.367028,0.416488926,1,0.0479182879377432,1,0.798506879,"0.67-0.93","0.67-0.93",-9916.036928,-0.013986302,0.00401423,0.000493647,-0.600032339,0.128449353,2.99e-06,0.577036134,0.442226992,0.191946822,-0.317325542,0.115221101,0.005886142
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_unclassified","s__Megasphaera_unclassified",3571,7772,5.3,"full.model",0.114352196,"0-0.26","0-0.26",-8301.586247,0.123880626,1,0.0239143968871595,1,0.137093378,"0.07-0.2","0.07-0.2",-8307.604328,0.00014751,0.02684682,3.11284046692607e-05,0.00578988326848249,0,"0-0.03","0-0.03",-8300.402467,0.999903043,1,1,1,0.748554427,"0.59-0.9","0.59-0.9",-8300.402467,0.005279576,0.002587469,0.041306515,0.282569675,0.080488899,0.000446985,0.420415478,0.281137979,0.134808462,0.056814536,0.073281983,0.438170355
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_intestinalis","s__Bacteroides_intestinalis",3571,6491,20.91,"full.model",0.114605963,"0-0.26","0-0.26",-10161.79101,0.125126733,1,0.0237120622568093,1,0.281495378,"0.21-0.35","0.21-0.35",-10192.32323,1.67e-15,4.1249e-13,0,0,0.04197299,"0-0.1","0-0.1",-10161.78051,0.126825098,1,0.00325291828793774,0.712389105058366,0.56192567,"0.43-0.69","0.43-0.69",-10160.61504,0.025078374,0.004505558,2.61e-08,-0.239914468,0.127927232,0.060737998,0.865337418,0.468325906,0.064642156,-0.115441315,0.122604962,0.346412162
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum","s__Eubacterium_ventriosum",3571,5416,34.01,"full.model",0.106877616,"0-0.24","0-0.24",-9939.112328,0.138198714,1,0.0304474708171206,1,0.056263919,"0-0.12","0-0.12",-9939.303129,0.108255618,1,0.0156070038910506,1,0.006912586,"0-0.06","0-0.06",-9938.053316,0.777463305,1,0.183715953307393,1,0.829945879,"0.71-0.94","0.71-0.94",-9938.013377,-0.02468301,0.004020145,8.26e-10,-0.175650994,0.129865173,0.176194869,0.922204102,0.444846547,0.038164496,-0.177086985,0.115875206,0.126448976
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae","f__Peptostreptococcaceae",3571,7166,12.68,"no.cohousing",0.088914966,NA,"0-0.26",-8981.670619,0.144543102,1,0.052011673151751,1,0,NA,NA,-8980.606162,1,1,1,1,0,NA,"0-0.03",-8980.606162,1,1,1,1,0.911085034,NA,"0.88-1",-8980.606162,-0.000274317,0.003020739,0.927642632,0.389547754,0.10087464,0.0001126,-0.328293723,0.339644838,0.333754309,0.010833552,0.088452175,0.902519511
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcaceae_noname","g__Peptostreptococcaceae_noname",3571,7167,12.67,"no.cohousing",0.089049059,NA,"0-0.2",-8978.900958,0.144586744,1,0.0518132295719844,1,2.08e-10,NA,NA,-8977.836733,1,1,0.445112840466926,1,0,NA,"0-0.03",-8977.836733,1,1,1,1,0.91095094,NA,"0.8-1.00",-8977.836733,-0.000291946,0.003018425,0.92294766,0.394021034,0.100796492,9.27e-05,-0.303566055,0.339381971,0.37107195,0.013296433,0.088383733,0.880417622
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_intestinalis","s__Roseburia_intestinalis",3571,2569,68.7,"no.cohousing",0.10473751,NA,"0-0.24",-10759.34582,0.147092275,1,0.0325758754863813,1,1.32e-09,NA,NA,-10758.29474,1,1,0.409688715953307,1,0.02261311,NA,"0-0.07",-10758.67942,0.380414747,1,0.0419105058365759,1,0.872649379,NA,"0.76-1.00",-10758.29474,0.033603474,0.005001041,1.83e-11,0.210084292,0.165111492,0.203238713,0.245127796,0.559323574,0.661199572,0.197107504,0.145683414,0.176060356
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterellaceae_unclassified","g__Sutterellaceae_unclassified",3571,4954,39.64,"full.model",0.105018582,"0-0.25","0-0.25",-11368.16145,0.168653885,1,0.0323346303501946,1,0.174946789,"0.1-0.24","0.1-0.24",-11379.00642,1.2e-06,0.0002496,7.78210116731517e-06,0.00161867704280156,0.021365085,"0-0.08","0-0.08",-11367.54132,0.41847433,1,0.0484396887159533,1,0.698669544,"0.57-0.82","0.57-0.82",-11367.21402,0.024575434,0.006178203,6.96e-05,0.145500266,0.186864979,0.436192696,-0.206288704,0.66254887,0.755529842,0.156770828,0.172873807,0.364485465
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname","f__Clostridiales_noname",3571,3167,61.41,"no.family.ID",0.108093474,NA,"0.04-0.29",-10295.69416,0.170158388,1,0.0293229571984436,1,0.034151537,NA,"0.01-0.12",-10295.21809,0.335016963,1,0.0739182879377432,1,0.037864843,NA,NA,-10295.73441,0.161295668,1,0.00583657587548638,1,0.819890145,NA,"0.65-0.89",-10294.75339,-0.012506435,0.004445835,0.004907133,-0.718754158,0.143244325,5.23e-07,2.33543803,0.491646398,2.03e-06,-0.182451849,0.128093314,0.154340352
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae","f__Veillonellaceae",3571,2565,68.75,"full.model",0.095319999,"0-0.23","0-0.23",-11008.24083,0.172453675,1,0.0434474708171206,1,0.124863411,"0.07-0.18","0.07-0.18",-11015.92063,3.33e-05,0.0063936,7.39299610894942e-05,0.01315953307393,0,"0-0.02","0-0.02",-11007.31009,1,1,1,1,0.77981659,"0.65-0.9","0.65-0.9",-11007.31009,-0.036198165,0.00550303,4.77e-11,0.237338606,0.172353582,0.168498394,0.805221,0.600055823,0.17962513,0.012998495,0.15637353,0.933752426
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_smithii","s__Methanobrevibacter_smithii",3571,7666,6.59,"H2.only",0.083617719,NA,"0-0.22",-7532.284156,0.174678923,1,0.0606498054474708,1,0.037215416,NA,NA,-7532.197213,0.196468237,1,0.0612918287937743,1,0,NA,NA,-7531.362995,1,1,1,1,0.879166865,NA,"0.79-1",-7531.362995,0.006403652,0.002033212,0.00163536,-0.014095371,0.066615362,0.83242426,0.493682751,0.226585767,0.029347289,-0.227545136,0.059009464,0.00011522
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_delbrueckii","s__Lactobacillus_delbrueckii",3571,6899,15.94,"no.family.ID",0.100546406,NA,"0-0.25",-9449.194895,0.178537913,1,0.0369961089494163,1,0.224735306,NA,"0.18-0.29",-9466.720152,1.27e-09,2.8702e-07,0,0,0.008934375,NA,NA,-9448.351511,0.725820213,1,0.155743190661479,1,0.665783913,NA,"0.53-0.78",-9448.290019,0.007616282,0.003638089,0.03630598,-0.109382357,0.107932521,0.310853483,0.387868107,0.386381665,0.315452326,-0.261092716,0.100880902,0.009649903
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii","s__Alistipes_finegoldii",3571,1086,86.77,"full.model",0.102767839,"0-0.25","0-0.25",-9836.011629,0.182258539,1,0.0345330739299611,1,0.208873733,"0.14-0.28","0.14-0.28",-9850.289621,3.63e-08,7.8771e-06,0,0,0.015354477,"0-0.07","0-0.07",-9835.309268,0.54062199,1,0.0890661478599222,1,0.67300395,"0.53-0.8","0.53-0.8",-9835.122074,-0.033804799,0.004046111,6.55e-17,-0.34975625,0.120644142,0.00374267,1.247156245,0.430830818,0.003794361,-0.346188436,0.112469842,0.00208356
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname","g__Burkholderiales_noname",3571,4724,42.44,"full.model",0.097570988,"0-0.24","0-0.24",-10330.16171,0.182921297,1,0.0406225680933852,1,0.208571231,"0.14-0.28","0.14-0.28",-10346.70958,3.53e-09,7.9072e-07,0,0,0.035622164,"0-0.09","0-0.09",-10330.09883,0.199237214,1,0.00801945525291829,1,0.658235617,"0.53-0.77","0.53-0.77",-10329.27485,-0.012814787,0.004660254,0.005963082,-0.122546572,0.137735791,0.373615144,1.070516785,0.494247094,0.030314654,-0.241055145,0.129090888,0.061855672
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname.g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47","s__Burkholderiales_bacterium_1_1_47",3571,4724,42.44,"full.model",0.09752499,"0-0.24","0-0.24",-10332.21517,0.183238368,1,0.0406498054474708,1,0.208341616,"0.14-0.28","0.14-0.28",-10348.72767,3.66e-09,8.1618e-07,0,0,0.035650627,"0-0.09","0-0.09",-10332.15581,0.198626224,1,0.00798443579766537,1,0.658482767,"0.53-0.77","0.53-0.77",-10331.32959,-0.012820664,0.00466275,0.005966935,-0.1216236,0.137823911,0.377530018,1.070234234,0.494537843,0.030455917,-0.240115416,0.129166207,0.063032145
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella.s__Eggerthella_lenta","s__Eggerthella_lenta",3571,7501,8.6,"no.family.ID",0.099485301,NA,"0-0.25",-7511.004514,0.194369296,1,0.0383891050583658,1,0.045645086,NA,"0-0.12",-7510.914916,0.219905226,1,0.0342684824902724,1,0.017494955,NA,NA,-7510.404106,0.486900176,1,0.0722295719844358,1,0.837374658,NA,"0.7-0.93",-7510.162421,-0.004963463,0.002035277,0.014739553,-0.273891984,0.065812107,3.16e-05,0.318728109,0.225403543,0.157352134,0.066929965,0.058715978,0.254330648
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiales_noname","f__Burkholderiales_noname",3571,4721,42.48,"full.model",0.094632462,"0-0.24","0-0.24",-10332.10252,0.197203582,1,0.0442334630350195,1,0.20691462,"0.14-0.28","0.14-0.28",-10348.42349,4.71e-09,1.04562e-06,0,0,0.035412673,"0-0.09","0-0.09",-10332.08739,0.201330222,1,0.008284046692607,1,0.663040245,"0.54-0.77","0.54-0.77",-10331.27104,-0.012826909,0.004661153,0.005925522,-0.123311819,0.137896539,0.371196528,1.079531444,0.494588879,0.029059058,-0.247495668,0.129171965,0.055362944
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae","f__Methanobacteriaceae",3571,7441,9.33,"no.family.ID",0.081233446,NA,"0-0.21",-8209.714719,0.197643895,1,0.0650077821011673,1,0.0404228,NA,"0-0.1",-8209.77849,0.181262636,1,0.0495330739299611,1,1.11e-10,NA,NA,-8208.884869,1,1,0.381175097276265,1,0.878343754,NA,"0.75-0.99",-8208.884869,0.009987916,0.002459756,4.9e-05,-0.053103105,0.080468075,0.509300278,0.798100948,0.273938683,0.003574829,-0.248404315,0.071341676,0.000497877
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales","o__Methanobacteriales",3571,7441,9.33,"no.cohousing",0.081233446,NA,"0-0.21",-8209.714717,0.197643901,1,0.0650077821011673,1,0.040422801,NA,NA,-8209.778488,0.181262637,1,0.0495330739299611,1,1.11e-10,NA,"0-0.05",-8208.884867,1,1,0.381175097276265,1,0.878343753,NA,"0.8-1",-8208.884867,0.009987916,0.002459756,4.9e-05,-0.053103106,0.080468075,0.509300275,0.798100941,0.273938683,0.00357483,-0.248404314,0.071341676,0.000497877
"k__Archaea.p__Euryarchaeota.c__Methanobacteria","c__Methanobacteria",3571,7441,9.33,"no.family.ID",0.081233445,NA,"0-0.21",-8209.714718,0.197643903,1,0.0650077821011673,1,0.040422801,NA,"0-0.1",-8209.778489,0.18126264,1,0.0495330739299611,1,1.11e-10,NA,NA,-8208.884868,1,1,0.381175097276265,1,0.878343754,NA,"0.75-0.99",-8208.884868,0.009987916,0.002459756,4.9e-05,-0.053103106,0.080468075,0.509300276,0.798100942,0.273938683,0.00357483,-0.248404313,0.071341676,0.000497877
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter","g__Methanobrevibacter",3571,7441,9.33,"no.family.ID",0.081233443,NA,"0-0.21",-8209.714717,0.197643912,1,0.0650077821011673,1,0.040422801,NA,"0-0.1",-8209.778488,0.181262635,1,0.0495330739299611,1,1.11e-10,NA,NA,-8208.884867,1,1,0.381175097276265,1,0.878343756,NA,"0.75-0.99",-8208.884867,0.009987916,0.002459756,4.9e-05,-0.053103108,0.080468075,0.509300261,0.798100953,0.273938683,0.003574829,-0.248404312,0.071341676,0.000497877
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella","g__Collinsella",3571,557,93.21,"full.model",0.095196287,"0-0.24","0-0.24",-8923.348615,0.198600991,1,0.043579766536965,1,0.056482273,"0-0.13","0-0.13",-8923.77594,0.113321252,1,0.0153540856031128,1,0.04772048,"0-0.1","0-0.1",-8924.15137,0.071069579,1,0.00139299610894942,0.318996108949416,0.800600959,"0.67-0.92","0.67-0.92",-8922.522299,-0.001549426,0.003047841,0.611194979,0.277431268,0.096735739,0.004131678,-0.007214332,0.334785817,0.982807639,-0.255249163,0.08724818,0.003438448
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_noname","g__Lachnospiraceae_noname",3571,263,96.8,"full.model",0.094372889,"0-0.22","0-0.22",-7710.277944,0.204269043,1,0.0445603112840467,1,0.040379413,"0-0.1","0-0.1",-7710.097044,0.263593327,1,0.0496147859922179,1,0.00010919,"0-0.05","0-0.05",-7709.47216,0.996588423,1,0.297214007782101,1,0.865138508,"0.74-0.98","0.74-0.98",-7709.472151,0.00698021,0.002140389,0.001109468,-0.506591789,0.069966823,4.47e-13,0.425413197,0.238209593,0.074119064,-0.143442596,0.062038962,0.020770121
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_desulfuricans","s__Desulfovibrio_desulfuricans",3571,7352,10.42,"no.family.ID",0.101355316,NA,"0-0.25",-8758.574618,0.212719567,1,0.036,1,0.076333732,NA,"0.02-0.14",-8759.797988,0.045512118,1,0.00300389105058366,0.348451361867704,0.010403959,NA,NA,-8757.861749,0.721475525,1,0.138233463035019,1,0.811906993,NA,"0.67-0.92",-8757.798207,0.005890533,0.002904456,0.042549867,-0.15465335,0.092755602,0.095450621,0.245072863,0.319705377,0.443344077,-0.024437893,0.083291498,0.769214894
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia_unclassified","s__Escherichia_unclassified",3571,2939,64.19,"full.model",0.093094063,"0-0.24","0-0.24",-10659.12141,0.218295257,1,0.0462801556420233,1,0.03275658,"0-0.1","0-0.1",-10658.82926,0.334541555,1,0.0803501945525292,1,0.01207391,"0-0.06","0-0.06",-10658.51879,0.57749321,1,0.119252918287938,1,0.862075447,"0.73-1.00","0.73-1.00",-10658.36364,0.010825003,0.004891094,0.026883385,0.088205651,0.159644552,0.5805971,0.774437588,0.544110261,0.154646303,-0.259759364,0.141718131,0.066813034
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides","g__Parabacteroides",3571,295,96.41,"full.model",0.101197216,"0-0.26","0-0.26",-8345.75575,0.221243783,1,0.0362256809338521,1,0.088018984,"0.01-0.17","0.01-0.17",-8347.468854,0.026509238,1,0.00101945525291829,0.130490272373541,0.035650496,"0-0.09","0-0.09",-8345.752882,0.222131273,1,0.00798443579766537,1,0.775133304,"0.62-0.91","0.62-0.91",-8345.007607,-0.002599383,0.002606978,0.3187224,0.278807137,0.081849364,0.00065839,-0.444089682,0.284772835,0.118889341,0.093059658,0.074226883,0.209944139
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans","s__Roseburia_inulinivorans",3571,1410,82.82,"no.family.ID",0.077508755,NA,"0-0.19",-9999.154427,0.223260665,1,0.072147859922179,1,0.008201941,NA,"0-0.07",-9998.45063,0.783219951,1,0.276128404669261,1,7.15e-09,NA,NA,-9998.412782,1,1,0.312976653696498,1,0.914289297,NA,"0.81-1.00",-9998.412783,0.005547929,0.004023194,0.16789901,0.407164164,0.133871104,0.002354306,1.038362073,0.451737992,0.021528025,0.156535976,0.117641185,0.183313344
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella","g__Klebsiella",3571,7473,8.94,"full.model",0.100876487,"0-0.25","0-0.25",-8869.561306,0.227645122,1,0.0366108949416342,1,0.112060585,"0.04-0.17","0.04-0.17",-8873.675897,0.001858091,0.301010742,0.000175097276264591,0.0281906614785992,0,"0-0.05","0-0.05",-8868.833549,1,1,1,1,0.787062928,"0.64-0.92","0.64-0.92",-8868.833549,0.021096433,0.003015316,2.63e-12,0.068575719,0.09502636,0.470510041,-0.470308891,0.329743669,0.153785705,0.067156114,0.085921125,0.434448576
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_onderdonkii","s__Alistipes_onderdonkii",3571,373,95.46,"full.model",0.09891359,"0-0.26","0-0.26",-9306.899991,0.228967894,1,0.0390739299610895,1,0.069741354,"0-0.14","0-0.14",-9307.826717,0.069249799,1,0.00537354085603113,0.596463035019455,0.028644968,"0-0.08","0-0.08",-9306.752844,0.282928821,1,0.0203696498054475,1,0.802700088,"0.65-0.92","0.65-0.92",-9306.17636,-0.005948042,0.003392945,0.079591456,-0.294670237,0.107850073,0.006290892,1.390551719,0.372795515,0.00019143,-0.329706835,0.097141108,0.00068854
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella","g__Parasutterella",3571,3888,52.63,"full.model",0.086561491,"0-0.22","0-0.22",-10306.27924,0.231241214,1,0.0558560311284047,1,0.16736831,"0.1-0.23","0.1-0.23",-10316.5734,2.7e-06,0.0005562,1.16731517509728e-05,0.00240466926070039,0.012137769,"0-0.07","0-0.07",-10305.67372,0.637399533,1,0.118587548638132,1,0.73393243,"0.61-0.84","0.61-0.84",-10305.56264,-0.022130599,0.004573133,1.3e-06,-0.114012657,0.139484845,0.413709114,1.482822928,0.492455065,0.002603179,-0.290833328,0.128433633,0.023545597
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella.s__Parasutterella_excrementihominis","s__Parasutterella_excrementihominis",3571,3888,52.63,"full.model",0.086409803,"0-0.22","0-0.22",-10309.03654,0.232221466,1,0.0561167315175097,1,0.167243402,"0.1-0.23","0.1-0.23",-10319.31758,2.74e-06,0.0005617,1.16731517509728e-05,0.00240466926070039,0.011986293,"0-0.07","0-0.07",-10308.43145,0.641314361,1,0.120062256809339,1,0.734360503,"0.61-0.84","0.61-0.84",-10308.32294,-0.022135329,0.004576407,1.32e-06,-0.113543522,0.139603596,0.416029992,1.486566244,0.492839802,0.002558568,-0.289561717,0.128533149,0.024270663
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelotrichaceae_noname","g__Erysipelotrichaceae_noname",3571,5161,37.11,"full.model",0.099694313,"0-0.24","0-0.24",-10113.68294,0.232527114,1,0.0380272373540856,1,0.089932918,"0.01-0.15","0.01-0.15",-10115.69431,0.01958995,1,0.00088715953307393,0.117105058365759,0.003776727,"0-0.06","0-0.06",-10112.97883,0.895931168,1,0.232976653696498,1,0.806596042,"0.67-0.93","0.67-0.93",-10112.97027,0.023728501,0.004252864,2.41e-08,0.166939746,0.135302414,0.217267446,0.388849792,0.467233669,0.405274404,-0.12167341,0.121728032,0.317527714
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula","s__Veillonella_parvula",3571,7164,12.71,"full.model",0.081108704,"0-0.21","0-0.21",-8722.742419,0.23604402,1,0.0652801556420233,1,0.021942617,"0-0.09","0-0.09",-8722.242765,0.524641908,1,0.147190661478599,1,0.021609211,"0-0.07","0-0.07",-8722.435058,0.374298641,1,0.0470933852140078,1,0.875339469,"0.76-0.97","0.76-0.97",-8722.040386,0.003602831,0.00283988,0.204563681,0.05241607,0.092867324,0.572469103,0.12879935,0.316358656,0.683911929,0.209280942,0.082400175,0.011091212
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Pseudoflavonifractor","g__Pseudoflavonifractor",3571,4522,44.9,"no.cohousing",0.091069879,NA,"0-0.23",-10119.66403,0.244036232,1,0.0489494163424124,1,1.72e-10,NA,NA,-10118.98547,0.999611086,1,0.449416342412451,1,0.055976016,NA,"0.01-0.1",-10120.92011,0.049177557,1,0.000392996108949416,0.0935330739299611,0.852954104,NA,"0.74-0.95",-10118.98547,-0.013541545,0.004206793,0.001286514,-0.48787375,0.1369494,0.000367427,2.052936719,0.467844928,1.14e-05,-0.458276453,0.121887743,0.000170033
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Pseudoflavonifractor.s__Pseudoflavonifractor_capillosus","s__Pseudoflavonifractor_capillosus",3571,4522,44.9,"no.cohousing",0.090061911,NA,"0-0.23",-10123.20238,0.24923427,1,0.0503735408560311,1,0,NA,NA,-10122.53859,1,1,1,1,0.056100381,NA,"0.01-0.1",-10124.4936,0.047998949,1,0.000385214007782101,0.0920661478599222,0.853837708,NA,"0.74-0.95",-10122.53859,-0.013562167,0.004210877,0.001278571,-0.48790941,0.137081691,0.000371901,2.055650857,0.468309953,1.14e-05,-0.457886292,0.122008856,0.000174805
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_plebeius","s__Bacteroides_plebeius",3571,6331,22.86,"full.model",0.095582248,"0-0.26","0-0.26",-10688.01361,0.252329564,1,0.0430778210116732,1,0.202524909,"0.13-0.28","0.13-0.28",-10701.59183,9.53e-08,2.03942e-05,0,0,0.033976035,"0-0.1","0-0.1",-10687.92831,0.285705206,1,0.0100583657587549,1,0.667916808,"0.52-0.79","0.52-0.79",-10687.35843,0.009866857,0.005144525,0.055119407,0.149750311,0.152630477,0.326528733,-0.248896049,0.546636477,0.648877029,-0.018668464,0.142746549,0.895948952
