"Taxon_Shortname","LBL","CI_ID_low","CI_ID_high","Var.Exp","Var.Exp.NR"
"PWY0.1479..tRNA.processing","*",0,0.29,"Cohousing",0.110397037511576
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","*",0.02,0.29,"Cohousing",0.0317594774113138
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","*",0,0.28,"Cohousing",0.0783831972073756
"PWY.7446..sulfoglycolysis","*",0.01,0.28,"Cohousing",0.0687369527864158
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","*",0,0.27,"Cohousing",0.0339729461039735
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation","*",0.02,0.3,"Cohousing",0.0795775425589625
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","*",0.02,0.29,"Cohousing",0.0354778969784849
"PWY.2942..L.lysine.biosynthesis.III","*",0,0.28,"Cohousing",0.0334093736666594
"PWY.6151..S.adenosyl.L.methionine.cycle.I","*",0.02,0.28,"Cohousing",0.0471566550132577
"PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III","*",0.01,0.28,"Cohousing",0.000331062679387214
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","*",0,0.31,"Cohousing",0.0749028861192902
"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I","*",0.02,0.27,"Cohousing",0.064186129649951
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.","*",0,0.29,"Cohousing",0.0508660920921144
"PWY.5097..L.lysine.biosynthesis.VI","*",0,1,"Cohousing",0.0388257857314831
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","*",0,0.29,"Cohousing",0.0385070849682001
"HISTSYN.PWY..L.histidine.biosynthesis","*",0.04,0.31,"Cohousing",0.0329550431346114
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","*",0.01,0.3,"Cohousing",0.028479085162807
"P108.PWY..pyruvate.fermentation.to.propanoate.I","*",0.01,0.3,"Cohousing",0.0113922537989781
"PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I","*",0.02,0.29,"Cohousing",0.0551877190252798
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","*",0.08,0.34,"Cohousing",0.037357877444647
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","*",0.03,0.3,"Cohousing",0.0594799258773116
"PWY.6123..inosine.5..phosphate.biosynthesis.I","*",0.03,0.3,"Cohousing",0.049920172448667
"PWY66.422..D.galactose.degradation.V..Leloir.pathway.","*",0.01,0.3,"Cohousing",0.0326204578311239
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","*",0.03,0.29,"Cohousing",0.158824553223693
"PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Cohousing",0.0566099787212938
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","*",0,0.31,"Cohousing",0.0943888232878938
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","*",0,0.32,"Cohousing",0.00461134901146419
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","*",0,0.33,"Cohousing",0.00461045626701352
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","*",0.03,0.3,"Cohousing",0.0277608883788048
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Cohousing",0.0606550736484815
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Cohousing",0.0606550736484815
"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis","*",0.03,0.3,"Cohousing",0.0699877528770402
"VALSYN.PWY..L.valine.biosynthesis","*",0,0.31,"Cohousing",0.0584219209743173
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","*",0,0.31,"Cohousing",0.0584219209743173
"PWY.5177..glutaryl.CoA.degradation","*",0.03,0.31,"Cohousing",0.0822385114923794
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","*",0.04,0.3,"Cohousing",0.0592012269021466
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","*",0.04,0.31,"Cohousing",0.0550894755027787
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Cohousing",0.0540740490170185
"PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage","*",0.05,0.32,"Cohousing",0.0593377043395377
"PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.","*",0.04,0.32,"Cohousing",0.0609768138648733
"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II","*",0.05,0.32,"Cohousing",0.059016187280641
"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","*",0.04,0.32,"Cohousing",0.0584924116942752
"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","*",0.03,0.29,"Cohousing",0.0623495447932703
"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Cohousing",0.0624375916653543
"PWY.5973..cis.vaccenate.biosynthesis","*",0.03,0.33,"Cohousing",0.039666046345987
"COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I","*",0.05,0.33,"Cohousing",0.0592466329997935
"PWY.621..sucrose.degradation.III..sucrose.invertase.","*",0.05,0.34,"Cohousing",0.0595579581606432
"PWY.7663..gondoate.biosynthesis..anaerobic.","*",0.04,0.34,"Cohousing",0.0411249851511861
"RHAMCAT.PWY..L.rhamnose.degradation.I","*",0.05,0.35,"Cohousing",0.0311013705212821
"ANAEROFRUCAT.PWY..homolactic.fermentation","*",0.06,0.35,"Cohousing",0.0342750834294869
"PWY.5667..CDP.diacylglycerol.biosynthesis.I","*",0.07,0.34,"Cohousing",0.0291190254942842
"PWY0.1319..CDP.diacylglycerol.biosynthesis.II","*",0.07,0.34,"Cohousing",0.0291361230494595
"PANTO.PWY..phosphopantothenate.biosynthesis.I","*",0.07,0.34,"Cohousing",0.0395258812885265
"PWY.6703..preQ0.biosynthesis","**",0.08,0.35,"Cohousing",0.0392855722194036
"PWY.5101..L.isoleucine.biosynthesis.II","**",0.09,0.36,"Cohousing",0.107902486888557
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis","**",0.08,0.39,"Cohousing",0.0487551076571192
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","**",0.14,0.39,"Cohousing",0.0478897959688579
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","**",0.11,0.41,"Cohousing",0.100077235274235
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","**",0.14,0.4,"Cohousing",0.104658489291673
"PWY.7392..taxadiene.biosynthesis..engineered.","",0,0.12,"Family",7.23855154442103e-09
"P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.","",0,0.06,"Family",1.69751780083055e-10
"PWY.5747..2.methylcitrate.cycle.II","",0,0.14,"Family",0.0168046271336197
"GLUTORN.PWY..L.ornithine.biosynthesis","",0,0.1,"Family",4.62421660477408e-10
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.","",0,0.1,"Family",0.00757509862777251
"PWY.6588..pyruvate.fermentation.to.acetone","",0,0.1,"Family",0
"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation","",0,0.11,"Family",0
"PWY.7003..glycerol.degradation.to.butanol","",0,0.1,"Family",0.00951314504890272
"PWY.6901..superpathway.of.glucose.and.xylose.degradation","",0,0.16,"Family",0.0364596398753538
"PWY.5941..glycogen.degradation.II..eukaryotic.","",0,0.06,"Family",0
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II","",0,0.1,"Family",0.0231408025556078
"PWY.6823..molybdenum.cofactor.biosynthesis","",0,0.07,"Family",0
"PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation","",0,0.12,"Family",0
"ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion","",0,0.12,"Family",0.01882845187538
"PYRIDNUCSAL.PWY..NAD.salvage.pathway.I","",0,0.12,"Family",0
"ENTBACSYN.PWY..enterobactin.biosynthesis","",0,0.1,"Family",0.0112045831596698
"PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis","",0,0.1,"Family",0
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I","",0,0.1,"Family",0.00251124317864648
"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.","",0,0.05,"Family",1.19323818904231e-10
"PWY.3781..aerobic.respiration.I..cytochrome.c.","",0,0.09,"Family",0.0138857828322207
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.","",0,0.06,"Family",0
"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I","",0,0.09,"Family",0
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation","",0,0.12,"Family",0.00059986594609392
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis","",0,0.16,"Family",0.0405033090575341
"PWY.6731..starch.degradation.III","",0,0.13,"Family",0.0137343513306081
"PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II","",0,NA,"Family",0
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","",0,0.07,"Family",1.34447115194932e-09
"PWY0.781..aspartate.superpathway","",0,0.1,"Family",0.0168161677011793
"PWY_REDCITCYC..TCA.cycle.VIII..helicobacter.","",0,0.11,"Family",0
"PWY_TCA..TCA.cycle.I..prokaryotic.","",0,0.11,"Family",0.00208309695881045
"GLUCONEO.PWY..gluconeogenesis.I","",0,NA,"Family",0.0479420947432131
"LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis","",0,0.08,"Family",1.16695726463463e-08
"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.","",0,0.1,"Family",0.00022679576288617
"P124.PWY..Bifidobacterium.shunt","",0,0.17,"Family",0.0417963124809457
"P164.PWY..purine.nucleobases.degradation.I..anaerobic.","",0,0.05,"Family",0
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","",0,0.1,"Family",0.0161160716416216
"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate","",0,0.06,"Family",0.036489166064372
"PENTOSE.P.PWY..pentose.phosphate.pathway","",0,0.14,"Family",0.0416174267421999
"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis","",0,0.1,"Family",0
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II","",0,0.06,"Family",0
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate","",NA,NA,"Family",0
"PWY0.42..2.methylcitrate.cycle.I","",0,0.17,"Family",0.0295669908562959
"THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I","",0,0.17,"Family",0.0223542793307229
"PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.","",0,0.1,"Family",0.000172220128858817
"ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism","",0,0.14,"Family",0
"PWY_ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis","",0,0.13,"Family",0.0162639850178458
"PWY.7254..TCA.cycle.VII..acetate.producers.","",0,0.08,"Family",0
"PWY0.862...5Z..dodec.5.enoate.biosynthesis","",0,0.16,"Family",0.0349153048770471
"PWY.6629..superpathway.of.L.tryptophan.biosynthesis","",0,0.14,"Family",0.0131064723032707
"KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis","",0,0.11,"Family",0.0037588166240019
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage","",0,0.2,"Family",0.041242641735412
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Family",0.0173894442827265
"PWY0.41..allantoin.degradation.IV..anaerobic.","",0,0.12,"Family",0
"AEROBACTINSYN.PWY..aerobactin.biosynthesis","",0,0.11,"Family",0
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.","",0,0.06,"Family",3.00500136691508e-09
"FAO.PWY..fatty.acid..beta..oxidation.I","",0,0.13,"Family",0
"PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate","",0,0.15,"Family",0
"CRNFORCAT.PWY..creatinine.degradation.I","",0,0.08,"Family",1.475101156653e-09
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.","",0,0.16,"Family",0.0393283958741612
"PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II","",0,0.16,"Family",0.0142478593872783
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","",0,0.16,"Family",0.0357132707188989
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.","",0,0.13,"Family",0.00463235325239766
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","",0,0.16,"Family",0.0392805462483965
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation","",0,0.14,"Family",1.2947133140678e-10
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","",0,0.17,"Family",0.0353711649018325
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","",0,0.15,"Family",0.0114983321377738
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","",0,0.13,"Family",0.00146858765592518
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.","",0,0.13,"Family",0.00303428453797939
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","",0,0.16,"Family",0.0329547657635413
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","",0,0.16,"Family",0.0320284524978837
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","",0,0.15,"Family",0.00631448495052537
"PWY.6891..thiazole.biosynthesis.II..Bacillus.","",0,0.14,"Family",0
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis","",0,0.15,"Family",0.00554739528361046
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis","",0,0.15,"Family",0.00554739528361046
"PWY.6892..thiazole.biosynthesis.I..E..coli.","",0,0.17,"Family",0.0242676969005024
"PWY0.1338..polymyxin.resistance","",0,0.14,"Family",5.29168104308142e-10
"P23.PWY..reductive.TCA.cycle.I","",0,0.14,"Family",0.00214355003890836
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","",0,0.17,"Family",0.0332571458331553
"PWY.922..mevalonate.pathway.I","",0,0.16,"Family",0
"PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","",0,0.17,"Family",0.0153456524330192
"PWY.6628..superpathway.of.L.phenylalanine.biosynthesis","",0,0.15,"Family",0
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","",0,0.16,"Family",0.0167175196164147
"AST.PWY..L.arginine.degradation.II..AST.pathway.","",0,0.16,"Family",0.00462672009137408
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","",0,0.14,"Family",0.000395390880181782
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","",0,0.16,"Family",0.0216698728320869
"PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","",0,0.16,"Family",0
"PWY.5656..mannosylglycerate.biosynthesis.I","",0,0.16,"Family",0
"PWY_GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass","",0,0.15,"Family",0
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","",0,0.21,"Family",0.0292917296459466
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","",0,0.16,"Family",0.00190941511264801
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","",0,0.17,"Family",0.0150574924294656
"UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.","",0,0.17,"Family",0
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","",0,0.16,"Family",0
"PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Family",0
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","",0,0.18,"Family",0.0136357605704182
"HISDEG.PWY..L.histidine.degradation.I","",0,0.2,"Family",0.0174610251296069
"GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation","",0,0.17,"Family",0
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","",0,0.18,"Family",0.0157398790892207
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.","",0,0.18,"Family",2.58164216965434e-05
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","",0,0.17,"Family",4.36291908356763e-09
"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis","",0,1,"Family",0.00492339253990367
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I","",0,0.18,"Family",0.00524856430248925
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I","",0,0.18,"Family",0.00459279378219141
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.","",0,0.18,"Family",0.016818161092443
"PWY.5173..superpathway.of.acetyl.CoA.biosynthesis","",0,0.16,"Family",0
"PWY.5675..nitrate.reduction.V..assimilatory.","",0,0.19,"Family",0
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","",0,0.2,"Family",0.0236711507825573
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","",0,0.19,"Family",0.0127222466006626
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","",0,0.17,"Family",0
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis","",0,0.2,"Family",0.0125370650754009
"PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle","",0,0.19,"Family",0
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.","",0,0.17,"Family",0
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","",0,0.19,"Family",0.00422803782550102
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","",0,0.23,"Family",0.0297806470963587
"HSERMETANA.PWY..L.methionine.biosynthesis.III","",NA,NA,"Family",0
"PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II","",0,0.17,"Family",0
"PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.","",0,0.18,"Family",6.6558458276549e-10
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate.","",0,0.2,"Family",0.0163632213388404
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Family",1.20885641097344e-08
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Family",1.20885641097344e-08
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","",0,0.21,"Family",0.0181157343767281
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.","",0,0.18,"Family",8.05031982867536e-11
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","",0,0.2,"Family",0.00138655251299255
"P161.PWY..acetylene.degradation","",0,0.19,"Family",1.19602647034183e-10
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","",0,0.2,"Family",0
"PWY.7456..mannan.degradation","",0,0.21,"Family",0.0185812533508067
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP","",0,0.2,"Family",0
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis","",0,0.2,"Family",5.2979787345337e-09
"PWY.6608..guanosine.nucleotides.degradation.III","",0,0.22,"Family",0.0149957408164109
"COA.PWY..coenzyme.A.biosynthesis.I","",0,0.25,"Family",0.0266845358187454
"PWY0.1261..anhydromuropeptides.recycling","",0,0.2,"Family",0
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","",0,0.22,"Family",0
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","",0,0.2,"Family",0
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I","",0,0.23,"Family",0.011549894356083
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","",0,0.22,"Family",0.0386645746726143
"KETOGLUCONMET.PWY..ketogluconate.metabolism","",0,0.2,"Family",0
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation","",0,0.22,"Family",0.010525356559556
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol","",0,0.2,"Family",0
"PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage","",0,0.2,"Family",0
"PWY0.1533..methylphosphonate.degradation.I","",0,0.22,"Family",0.00428898559882801
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","",0,0.22,"Family",0.0118780799865614
"TRPSYN.PWY..L.tryptophan.biosynthesis","",0,0.21,"Family",0.000715747693501112
"PWY.5705..allantoin.degradation.to.glyoxylate.III","",0,0.22,"Family",0
"P122.PWY..heterolactic.fermentation","",0,0.2,"Family",0
"PWY.5855..ubiquinol.7.biosynthesis..prokaryotic.","",0,0.21,"Family",0
"PWY.5856..ubiquinol.9.biosynthesis..prokaryotic.","",0,0.21,"Family",0
"PWY.5857..ubiquinol.10.biosynthesis..prokaryotic.","",0,0.21,"Family",0
"PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.","",0,0.21,"Family",0
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","",0,0.22,"Family",2.40826056420298e-08
"PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis","",0,0.21,"Family",1.24442028757354e-09
"PWY.4984..urea.cycle","",0,0.24,"Family",0.0497321991910752
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","",0,0.24,"Family",0.0257223448402691
"FUCCAT.PWY..fucose.degradation","",0,0.21,"Family",0
"PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.","*",0,0.22,"Family",0.00156370202674152
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","*",0,0.23,"Family",0
"PWY0.1296..purine.ribonucleosides.degradation","*",0,0.23,"Family",3.01695577317066e-10
"PWY.5920..superpathway.of.heme.biosynthesis.from.glycine","*",0,0.23,"Family",0
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","*",0,0.24,"Family",0.00747827508606172
"PWY.2941..L.lysine.biosynthesis.II","*",0,0.24,"Family",0
"P42.PWY..incomplete.reductive.TCA.cycle","*",0,0.23,"Family",1.81729169074126e-10
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation","*",0,0.24,"Family",0.00987223855187326
"ARO.PWY..chorismate.biosynthesis.I","*",0,0.22,"Family",0.0245325210527063
"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.","*",0,0.25,"Family",0.0128971923787103
"FERMENTATION.PWY..mixed.acid.fermentation","*",0,0.22,"Family",0
"PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.","*",0,0.23,"Family",7.67582293999207e-08
"PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I","*",0,0.23,"Family",7.67582293999207e-08
"PWY.5913..TCA.cycle.VI..obligate.autotrophs.","*",0,0.23,"Family",0
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","*",0,0.24,"Family",0
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.","*",0,0.25,"Family",0.00758363289523368
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis","*",0,0.23,"Family",3.96146288472795e-10
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis","*",0,0.23,"Family",3.96146288472795e-10
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis","*",0,0.23,"Family",3.96146288472795e-10
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate","*",0,0.26,"Family",0.0202501086064815
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis","*",0,0.22,"Family",0.00130296228400835
"GLUCARDEG.PWY..D.glucarate.degradation.I","*",0,0.24,"Family",6.32839132479654e-09
"PWY.7234..inosine.5..phosphate.biosynthesis.III","*",0,0.25,"Family",0.000510775330658905
"PWY.5022..4.aminobutanoate.degradation.V","*",0,0.23,"Family",0
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","*",0,0.26,"Family",0.00858852188044777
"PWY.6737..starch.degradation.V","*",0,0.27,"Family",0.0151904821863607
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I","*",0,0.27,"Family",0.00997632742934104
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis","*",0,0.25,"Family",0
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I","*",0,0.25,"Family",4.50071852736316e-10
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","*",0,0.27,"Family",0.010528341259538
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0,0.25,"Family",0
"PWY.5103..L.isoleucine.biosynthesis.III","*",0.01,0.29,"Family",0.0235576448400591
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","*",0,0.27,"Family",0.0199980050437678
"PWY.7013..L.1.2.propanediol.degradation","*",0,0.25,"Family",0
"TRNA.CHARGING.PWY..tRNA.charging","*",0,0.25,"Family",0
"PWY0.321..phenylacetate.degradation.I..aerobic.","*",0,0.26,"Family",0.00680187449205345
"GALACTUROCAT.PWY..D.galacturonate.degradation.I","*",0,0.26,"Family",0
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis","*",0.01,0.29,"Family",0.0221058519622651
"PWY.5005..biotin.biosynthesis.II","*",0,0.26,"Family",0
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","*",0.01,0.28,"Family",0.0152517381413298
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","*",0,0.26,"Family",3.33677163006533e-08
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","*",0,0.25,"Family",0
"PWY.6609..adenine.and.adenosine.salvage.III","*",0,0.26,"Family",0.00153978457854891
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I","*",0.01,0.3,"Family",0.0184045975078576
"PPGPPMET.PWY..ppGpp.biosynthesis","*",0,0.26,"Family",0
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II","*",0.02,0.3,"Family",0.0210105505844841
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis","*",0.02,0.3,"Family",0.0210105505844841
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","*",0,0.27,"Family",0.0206552501225262
"GALACTARDEG.PWY..D.galactarate.degradation.I","*",0,0.26,"Family",0
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","*",0,0.26,"Family",0
